transaction_id,customer_id,product_id,store_id,timestamp,ts_str,ts_tz,quantity,amount,amount_str,discount_pct,discount_str,payment_method,status,device,channel,hi_value_flag
552,146,72,19,2024-09-25 01:34:35,2024/09/25 01:34,2024-09-25T01:34:35-05:00,1,119.26,$119.26,15,15%,card,completed,ios,mobile,0
553,100,12,13,2025-03-04 16:29:10,2025-03-04T16:29:10,2025-03-04T16:29:10-05:00,2,31.15,$31.15,5,5%,card,completed,android,mobile,0
554,158,32,14,2024-10-19 23:42:18,19-Oct-2024 23:42:18,2024-10-19T23:42:18-05:00,3,1593.65,"$1,593.65",0,0%,card,completed,web,desktop,1
555,168,47,15,2024-09-06 22:21:52,06/09/2024 22:21,2024-09-06T22:21:52-05:00,3,101.47,$101.47,0,0%,wallet,completed,android,mobile,0
556,199,23,2,2025-06-25 18:18:47,25/06/2025 18:18,2025-06-25T18:18:47-05:00,3,444.64,$444.64,0,0%,wallet,completed,web,desktop,0
557,220,24,8,2025-03-20 03:04:50,20-Mar-2025 03:04:50,2025-03-20T03:04:50-05:00,2,134.59,$134.59,10,10%,card,pending,web,desktop,0
558,286,72,7,2024-06-30 09:55:10,30-Jun-2024 09:55:10,2024-06-30T09:55:10-05:00,2,243.6,$243.60,15,15%,cash,completed,web,desktop,0
559,53,4,10,2024-02-03 21:38:40,2024/02/03 21:38,2024-02-03T21:38:40-05:00,2,186.27,$186.27,5,5%,card,completed,ios,mobile,0
560,250,20,19,2025-08-01 10:18:36,01-Aug-2025 10:18:36,2025-08-01T10:18:36-05:00,4,197.05,$197.05,20,20%,transfer,pending,web,desktop,0
561,58,9,16,2025-07-01 18:24:01,01-Jul-2025 18:24:01,2025-07-01T18:24:01-05:00,3,117.02,$117.02,0,0%,transfer,completed,web,desktop,0
562,39,27,8,2024-10-26 21:01:46,26/10/2024 21:01,2024-10-26T21:01:46-05:00,2,72.66,$72.66,5,5%,cash,completed,android,mobile,0
563,240,10,19,2025-01-19 17:35:42,2025-01-19 17:35:42,2025-01-19T17:35:42-05:00,3,555.72,$555.72,5,5%,wallet,completed,android,mobile,0
564,251,40,12,2024-04-08 01:24:03,2024-04-08T01:24:03,2024-04-08T01:24:03-05:00,5,155.12,$155.12,10,10%,cash,completed,android,mobile,0
565,236,55,8,2025-04-03 09:45:38,2025/04/03 09:45,2025-04-03T09:45:38-05:00,5,3295.04,"$3,295.04",10,10%,transfer,completed,android,mobile,1
566,155,1,11,2024-03-18 22:55:54,18-Mar-2024 22:55:54,2024-03-18T22:55:54-05:00,4,2840.93,"$2,840.93",5,5%,transfer,completed,android,mobile,1
567,98,9,3,2024-03-18 10:45:38,2024-03-18T10:45:38,2024-03-18T10:45:38-05:00,2,83.28,$83.28,0,0%,transfer,pending,web,desktop,0
568,152,46,11,2024-12-20 21:45:24,2024-12-20 21:45:24,2024-12-20T21:45:24-05:00,3,331.15,$331.15,0,0%,cash,completed,web,desktop,0
569,34,17,1,2025-07-15 03:19:44,15/07/2025 03:19,2025-07-15T03:19:44-05:00,4,569.56,$569.56,0,0%,card,completed,ios,mobile,0
570,186,69,10,2024-11-14 10:33:19,14/11/2024 10:33,2024-11-14T10:33:19-05:00,3,49.14,$49.14,5,5%,card,completed,web,desktop,0
571,233,67,11,2024-02-28 02:53:58,28-Feb-2024 02:53:58,2024-02-28T02:53:58-05:00,4,230.59,$230.59,0,0%,wallet,completed,web,desktop,0
572,53,56,8,2024-07-24 20:22:57,2024/07/24 20:22,2024-07-24T20:22:57-05:00,1,167.67,$167.67,5,5%,card,completed,ios,mobile,0
573,235,68,20,2025-04-29 02:23:50,29-Apr-2025 02:23:50,2025-04-29T02:23:50-05:00,5,621.71,$621.71,5,5%,cash,completed,ios,mobile,0
574,128,55,7,2025-05-19 17:49:59,2025-05-19 17:49:59,2025-05-19T17:49:59-05:00,2,1272.95,"$1,272.95",5,5%,wallet,pending,web,desktop,1
575,292,24,12,2024-09-12 04:54:23,2024-09-12T04:54:23,2024-09-12T04:54:23-05:00,1,62.96,$62.96,10,10%,card,pending,ios,mobile,0
576,232,33,20,2024-10-22 03:53:18,2024/10/22 03:53,2024-10-22T03:53:18-05:00,2,1411.72,"$1,411.72",0,0%,wallet,pending,web,desktop,1
577,85,31,5,2025-05-01 20:23:00,01-May-2025 20:23:00,2025-05-01T20:23:00-05:00,2,447.46,$447.46,10,10%,card,completed,web,desktop,0
578,67,62,13,2025-02-24 05:16:10,2025-02-24 05:16:10,2025-02-24T05:16:10-05:00,5,1313.03,"$1,313.03",5,5%,cash,completed,ios,mobile,1
579,298,27,16,2025-04-24 14:16:43,2025-04-24 14:16:43,2025-04-24T14:16:43-05:00,4,158.87,$158.87,10,10%,transfer,completed,android,mobile,0
580,145,19,8,2024-07-01 08:26:04,2024/07/01 08:26,2024-07-01T08:26:04-05:00,5,2688.25,"$2,688.25",10,10%,card,completed,web,desktop,1
581,79,73,7,2024-06-25 16:39:05,2024-06-25 16:39:05,2024-06-25T16:39:05-05:00,2,384.4,$384.40,15,15%,cash,completed,web,desktop,0
582,236,43,20,2024-12-03 01:48:52,2024-12-03 01:48:52,2024-12-03T01:48:52-05:00,3,99.1,$99.10,5,5%,card,completed,web,desktop,0
583,96,31,11,2025-05-07 05:54:56,2025-05-07 05:54:56,2025-05-07T05:54:56-05:00,2,446.78,$446.78,5,5%,transfer,completed,ios,mobile,0
584,137,58,16,2024-12-10 14:46:03,10/12/2024 14:46,2024-12-10T14:46:03-05:00,3,685.19,$685.19,0,0%,card,refunded,ios,mobile,1
585,161,31,12,2025-06-23 01:07:09,2025/06/23 01:07,2025-06-23T01:07:09-05:00,2,377.71,$377.71,0,0%,card,completed,ios,mobile,0
586,118,61,3,2024-01-23 11:36:57,2024-01-23 11:36:57,2024-01-23T11:36:57-05:00,3,91.85,$91.85,0,0%,card,completed,android,mobile,0
587,45,59,17,2024-09-08 22:46:55,2024-09-08 22:46:55,2024-09-08T22:46:55-05:00,4,362.87,$362.87,0,0%,card,completed,ios,mobile,0
588,175,34,4,2024-08-15 20:46:18,2024/08/15 20:46,2024-08-15T20:46:18-05:00,5,970.52,$970.52,5,5%,cash,completed,ios,mobile,1
589,181,64,19,2024-10-18 03:32:39,18-Oct-2024 03:32:39,2024-10-18T03:32:39-05:00,2,486.04,$486.04,15,15%,card,completed,web,desktop,0
590,129,49,4,2024-04-23 01:37:03,23/04/2024 01:37,2024-04-23T01:37:03-05:00,5,625.09,$625.09,0,0%,card,completed,android,mobile,0
591,94,71,1,2025-02-16 13:39:28,16-Feb-2025 13:39:28,2025-02-16T13:39:28-05:00,2,170.12,$170.12,0,0%,cash,completed,ios,mobile,0
592,141,23,19,2025-03-15 13:39:49,15/03/2025 13:39,2025-03-15T13:39:49-05:00,2,312.14,$312.14,0,0%,transfer,completed,web,desktop,0
593,128,62,13,2024-05-12 00:43:29,12/05/2024 00:43,2024-05-12T00:43:29-05:00,2,463.78,$463.78,5,5%,cash,completed,web,desktop,0
594,16,39,13,2024-03-02 08:04:36,2024-03-02T08:04:36,2024-03-02T08:04:36-05:00,5,819.78,$819.78,0,0%,transfer,completed,android,mobile,1
595,297,75,6,2024-10-24 03:08:33,2024-10-24T03:08:33,2024-10-24T03:08:33-05:00,5,1902.62,"$1,902.62",20,20%,transfer,completed,web,desktop,1
596,194,19,4,2025-06-14 14:33:05,14/06/2025 14:33,2025-06-14T14:33:05-05:00,2,1225.71,"$1,225.71",5,5%,card,completed,android,mobile,1
597,225,65,19,2025-01-21 13:11:23,2025-01-21T13:11:23,2025-01-21T13:11:23-05:00,2,246.16,$246.16,15,15%,card,completed,web,desktop,0
598,195,31,17,2024-04-21 03:54:27,21/04/2024 03:54,2024-04-21T03:54:27-05:00,5,992.76,$992.76,20,20%,cash,completed,web,desktop,1
599,260,36,6,2024-12-24 04:27:26,2024/12/24 04:27,2024-12-24T04:27:26-05:00,4,486.93,$486.93,10,10%,card,completed,ios,mobile,0
600,161,14,4,2024-12-22 23:00:54,2024/12/22 23:00,2024-12-22T23:00:54-05:00,1,151.24,$151.24,10,10%,wallet,completed,web,desktop,0
601,275,66,15,2025-06-01 22:48:43,2025-06-01 22:48:43,2025-06-01T22:48:43-05:00,4,164.34,$164.34,5,5%,card,completed,web,desktop,0
602,77,27,14,2024-12-27 08:56:57,2024/12/27 08:56,2024-12-27T08:56:57-05:00,3,108.63,$108.63,20,20%,cash,completed,web,desktop,0
603,156,44,11,2025-06-10 07:34:56,2025-06-10T07:34:56,2025-06-10T07:34:56-05:00,1,232.77,$232.77,5,5%,wallet,completed,ios,mobile,0
604,226,74,10,2024-05-02 16:52:44,2024-05-02 16:52:44,2024-05-02T16:52:44-05:00,3,339.25,$339.25,20,20%,transfer,completed,web,desktop,0
605,249,37,6,2024-12-09 02:26:23,2024/12/09 02:26,2024-12-09T02:26:23-05:00,1,147.43,$147.43,10,10%,card,completed,ios,mobile,0
606,51,48,6,2025-04-01 09:07:49,2025/04/01 09:07,2025-04-01T09:07:49-05:00,5,155.84,$155.84,15,15%,transfer,refunded,web,desktop,0
607,267,12,10,2025-05-11 06:40:50,11-May-2025 06:40:50,2025-05-11T06:40:50-05:00,2,33.61,$33.61,5,5%,card,completed,ios,mobile,0
608,184,24,9,2025-06-20 04:22:35,2025/06/20 04:22,2025-06-20T04:22:35-05:00,5,286.31,$286.31,5,5%,transfer,completed,web,desktop,0
609,56,63,11,2024-12-20 20:02:12,2024/12/20 20:02,2024-12-20T20:02:12-05:00,5,1260.25,"$1,260.25",20,20%,cash,pending,web,desktop,1
610,82,2,8,2024-06-03 17:40:26,03-Jun-2024 17:40:26,2024-06-03T17:40:26-05:00,4,11.53,$11.53,0,0%,card,completed,web,desktop,0
611,290,1,19,2025-01-10 07:39:04,2025-01-10 07:39:04,2025-01-10T07:39:04-05:00,2,1474.94,"$1,474.94",15,15%,card,completed,android,mobile,1
612,82,1,1,2024-07-03 05:50:05,03-Jul-2024 05:50:05,2024-07-03T05:50:05-05:00,4,2864.36,"$2,864.36",0,0%,card,pending,ios,mobile,1
613,152,54,2,2025-03-20 05:24:42,2025/03/20 05:24,2025-03-20T05:24:42-05:00,1,207.91,$207.91,20,20%,card,completed,web,desktop,0
614,295,42,11,2025-03-22 11:16:15,2025/03/22 11:16,2025-03-22T11:16:15-05:00,3,584.59,$584.59,15,15%,card,completed,android,mobile,0
615,288,42,19,2025-06-27 03:30:24,2025/06/27 03:30,2025-06-27T03:30:24-05:00,1,206.91,$206.91,15,15%,card,completed,ios,mobile,0
616,91,9,2,2024-01-18 00:59:01,18-Jan-2024 00:59:01,2024-01-18T00:59:01-05:00,1,40.47,$40.47,0,0%,card,completed,web,desktop,0
617,105,22,18,2024-08-01 04:41:06,2024-08-01 04:41:06,2024-08-01T04:41:06-05:00,4,323.61,$323.61,0,0%,card,completed,web,desktop,0
618,272,1,19,2025-03-15 13:40:53,2025-03-15 13:40:53,2025-03-15T13:40:53-05:00,5,4065.14,"$4,065.14",10,10%,card,completed,android,mobile,1
619,161,66,15,2025-04-16 00:14:10,16-Apr-2025 00:14:10,2025-04-16T00:14:10-05:00,4,147.99,$147.99,0,0%,card,completed,ios,mobile,0
620,77,18,2,2024-08-10 07:02:44,10/08/2024 07:02,2024-08-10T07:02:44-05:00,1,454.8,$454.80,15,15%,cash,pending,ios,mobile,0
621,42,9,15,2025-04-16 12:30:42,2025/04/16 12:30,2025-04-16T12:30:42-05:00,3,112.46,$112.46,0,0%,cash,completed,web,desktop,0
622,236,25,9,2024-06-19 02:32:25,19/06/2024 02:32,2024-06-19T02:32:25-05:00,2,303.45,$303.45,0,0%,card,completed,web,desktop,0
623,287,41,14,2025-04-27 06:15:00,2025/04/27 06:15,2025-04-27T06:15:00-05:00,4,885.01,$885.01,20,20%,card,completed,android,mobile,1
624,208,51,8,2025-06-10 10:26:42,10/06/2025 10:26,2025-06-10T10:26:42-05:00,2,47.55,$47.55,0,0%,cash,completed,web,desktop,0
625,277,65,15,2025-05-02 23:23:36,2025-05-02 23:23:36,2025-05-02T23:23:36-05:00,4,448.26,$448.26,5,5%,transfer,pending,android,mobile,0
626,33,61,10,2025-05-02 08:40:00,2025-05-02 08:40:00,2025-05-02T08:40:00-05:00,4,132.1,$132.10,0,0%,card,completed,android,mobile,0
627,109,17,17,2024-08-27 22:55:34,27-Aug-2024 22:55:34,2024-08-27T22:55:34-05:00,2,248.22,$248.22,0,0%,card,completed,web,desktop,0
628,287,73,10,2024-01-26 21:57:35,2024-01-26T21:57:35,2024-01-26T21:57:35-05:00,5,903.72,$903.72,0,0%,card,completed,ios,mobile,1
629,48,73,2,2024-10-10 09:30:22,10/10/2024 09:30,2024-10-10T09:30:22-05:00,5,812.7,$812.70,5,5%,wallet,completed,android,mobile,1
630,290,43,10,2024-03-11 00:12:28,2024/03/11 00:12,2024-03-11T00:12:28-05:00,2,72.55,$72.55,0,0%,card,completed,web,desktop,0
631,15,53,12,2024-09-10 18:29:09,10-Sep-2024 18:29:09,2024-09-10T18:29:09-05:00,2,239.12,$239.12,0,0%,card,completed,web,desktop,0
632,276,20,18,2024-05-16 10:10:05,16/05/2024 10:10,2024-05-16T10:10:05-05:00,1,49.92,$49.92,10,10%,card,completed,android,mobile,0
633,247,68,6,2024-04-12 15:38:13,2024-04-12T15:38:13,2024-04-12T15:38:13-05:00,4,429.0,$429.00,20,20%,wallet,completed,web,desktop,0
634,153,75,7,2024-10-11 04:04:43,2024-10-11T04:04:43,2024-10-11T04:04:43-05:00,2,761.97,$761.97,20,20%,transfer,completed,web,desktop,1
635,47,13,2,2025-01-24 18:07:56,2025/01/24 18:07,2025-01-24T18:07:56-05:00,2,387.64,$387.64,25,25%,card,completed,ios,mobile,0
636,182,72,9,2024-05-07 19:19:49,2024/05/07 19:19,2024-05-07T19:19:49-05:00,2,245.13,$245.13,5,5%,cash,completed,web,desktop,0
637,132,10,15,2025-01-09 06:17:40,2025/01/09 06:17,2025-01-09T06:17:40-05:00,3,644.11,$644.11,0,0%,transfer,completed,ios,mobile,0
638,169,67,18,2024-09-20 02:06:35,2024-09-20 02:06:35,2024-09-20T02:06:35-05:00,4,209.64,$209.64,5,5%,transfer,pending,web,desktop,0
639,128,30,19,2024-12-29 18:19:47,2024-12-29 18:19:47,2024-12-29T18:19:47-05:00,4,898.62,$898.62,15,15%,transfer,completed,web,desktop,1
640,142,9,12,2024-04-19 07:54:03,19/04/2024 07:54,2024-04-19T07:54:03-05:00,5,174.08,$174.08,20,20%,cash,completed,android,mobile,0
641,4,27,12,2025-06-09 07:35:16,09-Jun-2025 07:35:16,2025-06-09T07:35:16-05:00,4,159.13,$159.13,0,0%,transfer,pending,ios,mobile,0
642,73,4,12,2025-03-08 21:03:36,2025/03/08 21:03,2025-03-08T21:03:36-05:00,1,99.72,$99.72,10,10%,card,completed,web,desktop,0
643,275,58,2,2024-03-11 03:22:03,11-Mar-2024 03:22:03,2024-03-11T03:22:03-05:00,2,465.68,$465.68,0,0%,cash,completed,web,desktop,0
644,143,33,17,2024-01-11 19:27:45,2024/01/11 19:27,2024-01-11T19:27:45-05:00,5,3561.33,"$3,561.33",25,25%,transfer,completed,android,mobile,1
645,244,3,12,2025-02-20 18:25:58,2025-02-20 18:25:58,2025-02-20T18:25:58-05:00,4,169.9,$169.90,5,5%,cash,completed,android,mobile,0
646,246,33,12,2024-12-19 05:49:33,2024/12/19 05:49,2024-12-19T05:49:33-05:00,2,1311.7,"$1,311.70",0,0%,transfer,completed,ios,mobile,1
647,199,15,20,2025-06-06 14:25:48,2025/06/06 14:25,2025-06-06T14:25:48-05:00,2,446.83,$446.83,0,0%,card,completed,web,desktop,0
648,223,62,20,2025-03-30 00:59:23,30-Mar-2025 00:59:23,2025-03-30T00:59:23-05:00,1,254.68,$254.68,5,5%,cash,completed,web,desktop,0
649,133,55,8,2025-05-10 23:25:15,2025/05/10 23:25,2025-05-10T23:25:15-05:00,5,3504.1,"$3,504.10",0,0%,card,completed,android,mobile,1
650,210,67,10,2024-03-25 03:43:03,25/03/2024 03:43,2024-03-25T03:43:03-05:00,1,57.1,$57.10,0,0%,cash,completed,web,desktop,0
651,83,57,15,2025-01-01 04:57:57,2025-01-01 04:57:57,2025-01-01T04:57:57-05:00,3,481.22,$481.22,0,0%,cash,completed,web,desktop,0
652,41,39,2,2025-04-26 05:11:26,2025-04-26T05:11:26,2025-04-26T05:11:26-05:00,3,479.98,$479.98,0,0%,card,completed,ios,mobile,0
653,38,65,18,2024-09-11 18:28:48,2024-09-11T18:28:48,2024-09-11T18:28:48-05:00,3,372.69,$372.69,10,10%,card,completed,android,mobile,0
654,152,36,19,2024-06-20 22:35:01,2024-06-20 22:35:01,2024-06-20T22:35:01-05:00,1,126.15,$126.15,5,5%,cash,completed,android,mobile,0
655,94,63,20,2025-05-08 12:47:15,08-May-2025 12:47:15,2025-05-08T12:47:15-05:00,1,246.7,$246.70,0,0%,cash,completed,android,mobile,0
656,89,49,14,2025-06-28 13:01:32,2025/06/28 13:01,2025-06-28T13:01:32-05:00,1,125.15,$125.15,5,5%,transfer,completed,web,desktop,0
657,9,50,16,2025-05-19 06:42:01,19-May-2025 06:42:01,2025-05-19T06:42:01-05:00,1,198.1,$198.10,5,5%,card,completed,web,desktop,0
658,172,14,15,2024-03-31 14:59:49,31/03/2024 14:59,2024-03-31T14:59:49-05:00,3,484.48,$484.48,0,0%,wallet,completed,web,desktop,0
659,23,68,14,2024-02-05 05:19:32,2024-02-05 05:19:32,2024-02-05T05:19:32-05:00,5,567.67,$567.67,0,0%,cash,completed,ios,mobile,0
660,103,64,20,2024-08-24 09:46:01,24-Aug-2024 09:46:01,2024-08-24T09:46:01-05:00,5,1213.1,"$1,213.10",10,10%,card,completed,ios,mobile,1
661,15,10,9,2024-03-31 04:38:33,2024-03-31 04:38:33,2024-03-31T04:38:33-05:00,3,543.92,$543.92,20,20%,cash,completed,web,desktop,0
662,229,47,6,2024-07-01 08:59:23,2024-07-01T08:59:23,2024-07-01T08:59:23-05:00,1,35.99,$35.99,0,0%,wallet,refunded,web,desktop,0
663,31,7,9,2024-04-15 08:57:40,15-Apr-2024 08:57:40,2024-04-15T08:57:40-05:00,2,51.99,$51.99,25,25%,cash,completed,web,desktop,0
664,299,52,5,2024-12-18 08:31:57,2024/12/18 08:31,2024-12-18T08:31:57-05:00,4,1038.13,"$1,038.13",0,0%,cash,completed,android,mobile,1
665,168,44,19,2025-06-04 18:46:08,2025-06-04T18:46:08,2025-06-04T18:46:08-05:00,2,431.28,$431.28,15,15%,card,completed,web,desktop,0
666,242,72,6,2024-11-21 13:05:20,2024-11-21T13:05:20,2024-11-21T13:05:20-05:00,2,283.74,$283.74,0,0%,wallet,completed,android,mobile,0
667,291,21,20,2025-07-30 12:53:50,30/07/2025 12:53,2025-07-30T12:53:50-05:00,2,34.1,$34.10,10,10%,transfer,completed,web,desktop,0
668,288,52,19,2024-11-18 06:00:29,2024-11-18 06:00:29,2024-11-18T06:00:29-05:00,1,231.88,$231.88,0,0%,transfer,completed,ios,mobile,0
669,271,6,20,2025-01-15 02:05:23,2025-01-15T02:05:23,2025-01-15T02:05:23-05:00,1,110.28,$110.28,10,10%,card,completed,ios,mobile,0
670,73,53,6,2024-11-12 23:49:53,2024/11/12 23:49,2024-11-12T23:49:53-05:00,4,422.65,$422.65,20,20%,transfer,completed,android,mobile,0
671,122,24,13,2024-01-26 09:52:32,2024/01/26 09:52,2024-01-26T09:52:32-05:00,4,257.38,$257.38,5,5%,card,completed,android,mobile,0
672,61,68,10,2024-06-17 18:12:01,17-Jun-2024 18:12:01,2024-06-17T18:12:01-05:00,1,123.03,$123.03,5,5%,card,completed,ios,mobile,0
673,99,27,18,2024-12-11 09:43:53,11/12/2024 09:43,2024-12-11T09:43:53-05:00,1,34.67,$34.67,15,15%,card,completed,android,mobile,0
674,8,38,18,2024-10-08 16:57:28,2024-10-08 16:57:28,2024-10-08T16:57:28-05:00,3,2061.38,"$2,061.38",0,0%,card,completed,android,mobile,1
675,286,5,7,2025-06-16 14:00:23,2025/06/16 14:00,2025-06-16T14:00:23-05:00,3,549.18,$549.18,15,15%,card,completed,web,desktop,0
676,296,6,6,2025-02-26 21:34:45,2025/02/26 21:34,2025-02-26T21:34:45-05:00,1,110.94,$110.94,5,5%,cash,pending,android,mobile,0
677,249,13,11,2024-02-17 00:44:07,17-Feb-2024 00:44:07,2024-02-17T00:44:07-05:00,4,733.17,$733.17,20,20%,wallet,pending,web,desktop,1
678,46,18,11,2024-08-02 06:48:10,02/08/2024 06:48,2024-08-02T06:48:10-05:00,1,426.99,$426.99,0,0%,card,completed,web,desktop,0
679,270,58,15,2024-04-04 21:13:19,04-Apr-2024 21:13:19,2024-04-04T21:13:19-05:00,2,471.19,$471.19,20,20%,card,completed,web,desktop,0
680,222,39,15,2024-03-12 04:54:59,12/03/2024 04:54,2024-03-12T04:54:59-05:00,2,278.45,$278.45,0,0%,card,pending,android,mobile,0
681,74,59,17,2025-05-13 10:14:17,2025-05-13T10:14:17,2025-05-13T10:14:17-05:00,4,380.64,$380.64,25,25%,wallet,completed,web,desktop,0
682,118,70,13,2024-01-17 14:07:54,2024-01-17 14:07:54,2024-01-17T14:07:54-05:00,5,336.24,$336.24,0,0%,card,completed,web,desktop,0
683,292,32,2,2024-09-16 01:03:40,16/09/2024 01:03,2024-09-16T01:03:40-05:00,2,1141.22,"$1,141.22",20,20%,card,completed,android,mobile,1
684,239,33,6,2024-04-07 19:23:28,2024-04-07T19:23:28,2024-04-07T19:23:28-05:00,1,622.42,$622.42,0,0%,cash,completed,ios,mobile,0
685,48,72,17,2024-06-08 09:18:33,2024-06-08 09:18:33,2024-06-08T09:18:33-05:00,1,126.77,$126.77,25,25%,card,completed,ios,mobile,0
686,234,3,17,2025-03-06 11:10:55,06/03/2025 11:10,2025-03-06T11:10:55-05:00,3,130.77,$130.77,0,0%,cash,completed,web,desktop,0
687,61,17,17,2025-03-31 10:58:22,31/03/2025 10:58,2025-03-31T10:58:22-05:00,4,498.05,$498.05,0,0%,cash,completed,web,desktop,0
688,293,46,10,2024-06-29 23:24:36,2024/06/29 23:24,2024-06-29T23:24:36-05:00,1,103.33,$103.33,0,0%,card,refunded,web,desktop,0
689,94,65,9,2024-04-24 14:36:33,2024-04-24T14:36:33,2024-04-24T14:36:33-05:00,4,472.45,$472.45,5,5%,cash,completed,web,desktop,0
690,74,61,12,2024-01-03 04:51:30,2024/01/03 04:51,2024-01-03T04:51:30-05:00,1,31.61,$31.61,0,0%,card,refunded,android,mobile,0
691,260,52,11,2024-04-22 09:10:45,22/04/2024 09:10,2024-04-22T09:10:45-05:00,4,958.26,$958.26,10,10%,card,completed,web,desktop,1
692,117,43,16,2025-02-23 14:20:45,2025/02/23 14:20,2025-02-23T14:20:45-05:00,3,103.61,$103.61,10,10%,card,completed,android,mobile,0
693,228,19,17,2024-05-15 12:51:43,2024-05-15 12:51:43,2024-05-15T12:51:43-05:00,5,2922.09,"$2,922.09",10,10%,card,completed,ios,mobile,1
694,168,38,9,2025-05-28 11:00:27,2025-05-28 11:00:27,2025-05-28T11:00:27-05:00,5,3538.4,"$3,538.40",0,0%,cash,completed,web,desktop,1
695,126,42,13,2024-04-12 08:59:25,2024-04-12 08:59:25,2024-04-12T08:59:25-05:00,1,202.97,$202.97,0,0%,card,completed,ios,mobile,0
696,54,61,2,2024-10-05 06:07:12,05/10/2024 06:07,2024-10-05T06:07:12-05:00,2,69.02,$69.02,0,0%,transfer,completed,web,desktop,0
697,287,48,14,2025-04-02 09:00:50,2025/04/02 09:00,2025-04-02T09:00:50-05:00,4,126.78,$126.78,15,15%,card,completed,ios,mobile,0
698,50,12,5,2024-01-13 06:10:50,13/01/2024 06:10,2024-01-13T06:10:50-05:00,3,45.73,$45.73,10,10%,wallet,completed,ios,mobile,0
699,90,68,13,2024-07-25 02:48:32,2024-07-25 02:48:32,2024-07-25T02:48:32-05:00,4,455.26,$455.26,0,0%,cash,pending,web,desktop,0
700,113,44,10,2024-04-08 10:57:01,08-Apr-2024 10:57:01,2024-04-08T10:57:01-05:00,5,1103.04,"$1,103.04",10,10%,card,completed,ios,mobile,1
701,108,67,10,2025-02-12 14:56:42,2025-02-12 14:56:42,2025-02-12T14:56:42-05:00,2,110.88,$110.88,0,0%,card,completed,web,desktop,0
702,1,3,3,2024-02-19 08:48:27,19-Feb-2024 08:48:27,2024-02-19T08:48:27-05:00,5,234.27,$234.27,0,0%,card,pending,android,mobile,0
703,241,14,18,2024-12-14 04:27:20,2024/12/14 04:27,2024-12-14T04:27:20-05:00,3,540.73,$540.73,15,15%,transfer,completed,web,desktop,0
704,229,43,9,2025-02-02 15:26:56,2025-02-02T15:26:56,2025-02-02T15:26:56-05:00,2,65.13,$65.13,10,10%,transfer,refunded,ios,mobile,0
705,244,61,19,2024-03-25 16:54:50,25-Mar-2024 16:54:50,2024-03-25T16:54:50-05:00,1,36.04,$36.04,10,10%,card,pending,ios,mobile,0
706,55,51,6,2025-01-26 08:14:02,26/01/2025 08:14,2025-01-26T08:14:02-05:00,1,25.23,$25.23,0,0%,card,completed,ios,mobile,0
707,205,52,10,2025-04-22 18:25:21,2025-04-22 18:25:21,2025-04-22T18:25:21-05:00,2,493.6,$493.60,0,0%,card,completed,ios,mobile,0
708,87,13,1,2025-07-18 20:47:31,2025-07-18T20:47:31,2025-07-18T20:47:31-05:00,2,375.64,$375.64,25,25%,cash,pending,web,desktop,0
709,189,23,18,2024-08-22 06:47:48,22-Aug-2024 06:47:48,2024-08-22T06:47:48-05:00,5,657.95,$657.95,20,20%,card,completed,ios,mobile,0
710,121,69,6,2025-05-14 16:44:22,2025-05-14 16:44:22,2025-05-14T16:44:22-05:00,2,30.9,$30.90,10,10%,card,pending,ios,mobile,0
711,200,20,16,2024-02-17 05:52:03,17-Feb-2024 05:52:03,2024-02-17T05:52:03-05:00,5,238.81,$238.81,25,25%,transfer,completed,web,desktop,0
712,42,12,1,2024-11-07 22:41:17,07-Nov-2024 22:41:17,2024-11-07T22:41:17-05:00,2,34.16,$34.16,0,0%,cash,completed,android,mobile,0
713,242,3,2,2025-06-16 21:47:03,2025-06-16 21:47:03,2025-06-16T21:47:03-05:00,1,41.73,$41.73,15,15%,card,completed,web,desktop,0
714,89,47,11,2025-01-15 19:16:25,15-Jan-2025 19:16:25,2025-01-15T19:16:25-05:00,1,35.15,$35.15,10,10%,transfer,completed,web,desktop,0
715,9,25,1,2024-02-27 01:57:58,2024-02-27 01:57:58,2024-02-27T01:57:58-05:00,2,290.9,$290.90,5,5%,cash,refunded,web,desktop,0
716,89,68,20,2024-09-07 04:35:58,2024-09-07T04:35:58,2024-09-07T04:35:58-05:00,3,313.48,$313.48,5,5%,card,pending,ios,mobile,0
717,121,27,13,2024-04-25 05:08:34,2024-04-25 05:08:34,2024-04-25T05:08:34-05:00,4,149.13,$149.13,15,15%,cash,completed,web,desktop,0
718,289,31,12,2024-04-08 00:22:54,2024/04/08 00:22,2024-04-08T00:22:54-05:00,3,674.94,$674.94,0,0%,transfer,completed,web,desktop,1
719,184,14,1,2025-04-29 22:07:17,2025-04-29T22:07:17,2025-04-29T22:07:17-05:00,2,317.04,$317.04,5,5%,card,pending,web,desktop,0
720,59,52,1,2025-03-01 22:06:17,2025/03/01 22:06,2025-03-01T22:06:17-05:00,3,718.41,$718.41,0,0%,card,completed,ios,mobile,1
721,8,18,1,2024-10-22 20:34:21,2024-10-22T20:34:21,2024-10-22T20:34:21-05:00,1,427.16,$427.16,20,20%,card,pending,android,mobile,0
722,136,3,5,2025-02-16 02:17:46,2025/02/16 02:17,2025-02-16T02:17:46-05:00,3,122.62,$122.62,5,5%,wallet,completed,ios,mobile,0
